"Site","Facies","Quad","Year","type"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Hardground","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Island","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Macroalgae","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Microfilm","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
"Joulters","Reef","vintage",1945,"polygon"
